word,sentiment
mistaking,negative
mistrial,negative
mistrials,negative
misunderstand,negative
misunderstanding,negative
misunderstandings,negative
misunderstood,negative
misuse,negative
misused,negative
misuses,negative
misusing,negative
monopolistic,negative
monopolists,negative
monopolization,negative
monopolize,negative
monopolized,negative
monopolizes,negative
monopolizing,negative
monopoly,negative
moratoria,negative
moratorium,negative
moratoriums,negative
mothballed,negative
mothballing,negative
negative,negative
negatively,negative
negatives,negative
neglect,negative
neglected,negative
neglectful,negative
neglecting,negative
neglects,negative
negligence,negative
negligences,negative
negligent,negative
negligently,negative
nonattainment,negative
noncompetitive,negative
noncompliance,negative
noncompliances,negative
noncompliant,negative
noncomplying,negative
nonconforming,negative
nonconformities,negative
nonconformity,negative
nondisclosure,negative
nonfunctional,negative
nonpayment,negative
nonpayments,negative
nonperformance,negative
nonperformances,negative
nonperforming,negative
nonproducing,negative
nonproductive,negative
nonrecoverable,negative
nonrenewal,negative
nuisance,negative
nuisances,negative
nullification,negative
nullifications,negative
nullified,negative
nullifies,negative
nullify,negative
nullifying,negative
objected,negative
objecting,negative
objection,negative
objectionable,negative
objectionably,negative
objections,negative
obscene,negative
obscenity,negative
obsolescence,negative
obsolete,negative
obstacle,negative
obstacles,negative
obstruct,negative
obstructed,negative
obstructing,negative
obstruction,negative
obstructions,negative
offence,negative
offences,negative
offend,negative
offended,negative
offender,negative
offenders,negative
offending,negative
offends,negative
omission,negative
omissions,negative
omit,negative
omits,negative
omitted,negative
omitting,negative
onerous,negative
opportunistic,negative
opportunistically,negative
oppose,negative
opposed,negative
opposes,negative
opposing,negative
opposition,negative
oppositions,negative
outage,negative
outages,negative
outdated,negative
outmoded,negative
overage,negative
overages,negative
overbuild,negative
overbuilding,negative
overbuilds,negative
overbuilt,negative
overburden,negative
overburdened,negative
overburdening,negative
overcapacities,negative
overcapacity,negative
overcharge,negative
overcharged,negative
overcharges,negative
overcharging,negative
overcome,negative
overcomes,negative
overcoming,negative
overdue,negative
overestimate,negative
overestimated,negative
overestimates,negative
overestimating,negative
overestimation,negative
overestimations,negative
overload,negative
overloaded,negative
overloading,negative
overloads,negative
overlook,negative
overlooked,negative
overlooking,negative
overlooks,negative
overpaid,negative
overpayment,negative
overpayments,negative
overproduced,negative
overproduces,negative
overproducing,negative
overproduction,negative
overrun,negative
overrunning,negative
overruns,negative
overshadow,negative
overshadowed,negative
overshadowing,negative
overshadows,negative
overstate,negative
overstated,negative
overstatement,negative
overstatements,negative
overstates,negative
overstating,negative
oversupplied,negative
oversupplies,negative
oversupply,negative
oversupplying,negative
overtly,negative
overturn,negative
overturned,negative
overturning,negative
overturns,negative
overvalue,negative
overvalued,negative
overvaluing,negative
panic,negative
panics,negative
penalize,negative
penalized,negative
penalizes,negative
penalizing,negative
penalties,negative
penalty,negative
peril,negative
perils,negative
perjury,negative
perpetrate,negative
perpetrated,negative
perpetrates,negative
perpetrating,negative
perpetration,negative
persist,negative
persisted,negative
persistence,negative
persistent,negative
persistently,negative
persisting,negative
persists,negative
pervasive,negative
pervasively,negative
pervasiveness,negative
petty,negative
picket,negative
picketed,negative
picketing,negative
plaintiff,negative
plaintiffs,negative
plea,negative
plead,negative
pleaded,negative
pleading,negative
pleadings,negative
pleads,negative
pleas,negative
pled,negative
poor,negative
poorly,negative
poses,negative
posing,negative
postpone,negative
postponed,negative
postponement,negative
postponements,negative
postpones,negative
postponing,negative
precipitated,negative
precipitous,negative
precipitously,negative
preclude,negative
precluded,negative
precludes,negative
precluding,negative
predatory,negative
prejudice,negative
prejudiced,negative
prejudices,negative
prejudicial,negative
prejudicing,negative
premature,negative
prematurely,negative
pressing,negative
pretrial,negative
preventing,negative
prevention,negative
prevents,negative
problem,negative
problematic,negative
problematical,negative
problems,negative
prolong,negative
prolongation,negative
prolongations,negative
prolonged,negative
prolonging,negative
prolongs,negative
prone,negative
prosecute,negative
prosecuted,negative
prosecutes,negative
prosecuting,negative
prosecution,negative
prosecutions,negative
protest,negative
protested,negative
protester,negative
protesters,negative
protesting,negative
protestor,negative
protestors,negative
protests,negative
protracted,negative
protraction,negative
provoke,negative
provoked,negative
provokes,negative
provoking,negative
punished,negative
punishes,negative
punishing,negative
punishment,negative
punishments,negative
punitive,negative
purport,negative
purported,negative
purportedly,negative
purporting,negative
purports,negative
question,negative
questionable,negative
questionably,negative
questioned,negative
questioning,negative
questions,negative
quit,negative
quitting,negative
racketeer,negative
racketeering,negative
rationalization,negative
rationalizations,negative
rationalize,negative
rationalized,negative
rationalizes,negative
rationalizing,negative
reassessment,negative
reassessments,negative
reassign,negative
reassigned,negative
reassigning,negative
reassignment,negative
reassignments,negative
reassigns,negative
recall,negative
recalled,negative
recalling,negative
recalls,negative
recession,negative
recessionary,negative
recessions,negative
reckless,negative
recklessly,negative
recklessness,negative
redact,negative
redacted,negative
redacting,negative
redaction,negative
redactions,negative
redefault,negative
redefaulted,negative
redefaults,negative
redress,negative
redressed,negative
redresses,negative
redressing,negative
refusal,negative
refusals,negative
refuse,negative
refused,negative
refuses,negative
refusing,negative
reject,negative
rejected,negative
rejecting,negative
rejection,negative
rejections,negative
rejects,negative
relinquish,negative
relinquished,negative
relinquishes,negative
relinquishing,negative
relinquishment,negative
relinquishments,negative
reluctance,negative
reluctant,negative
renegotiate,negative
renegotiated,negative
renegotiates,negative
renegotiating,negative
renegotiation,negative
renegotiations,negative
renounce,negative
renounced,negative
renouncement,negative
renouncements,negative
renounces,negative
renouncing,negative
reparation,negative
reparations,negative
repossessed,negative
repossesses,negative
repossessing,negative
repossession,negative
repossessions,negative
repudiate,negative
repudiated,negative
repudiates,negative
repudiating,negative
repudiation,negative
repudiations,negative
resign,negative
resignation,negative
resignations,negative
resigned,negative
resigning,negative
resigns,negative
restate,negative
restated,negative
restatement,negative
restatements,negative
restates,negative
restating,negative
restructure,negative
restructured,negative
restructures,negative
restructuring,negative
restructurings,negative
retaliate,negative
retaliated,negative
retaliates,negative
retaliating,negative
retaliation,negative
retaliations,negative
retaliatory,negative
retribution,negative
retributions,negative
revocation,negative
revocations,negative
revoke,negative
revoked,negative
revokes,negative
revoking,negative
ridicule,negative
ridiculed,negative
ridicules,negative
ridiculing,negative
riskier,negative
riskiest,negative
risky,negative
sabotage,negative
sacrifice,negative
sacrificed,negative
sacrifices,negative
sacrificial,negative
sacrificing,negative
scandalous,negative
scandals,negative
scrutinize,negative
scrutinized,negative
scrutinizes,negative
scrutinizing,negative
scrutiny,negative
secrecy,negative
seize,negative
seized,negative
seizes,negative
seizing,negative
sentenced,negative
sentencing,negative
serious,negative
seriously,negative
seriousness,negative
setback,negative
setbacks,negative
sever,negative
severe,negative
severed,negative
severely,negative
severities,negative
severity,negative
sharply,negative
shocked,negative
shortage,negative
shortages,negative
shortfall,negative
shortfalls,negative
shrinkage,negative
shrinkages,negative
shut,negative
shutdown,negative
shutdowns,negative
shuts,negative
shutting,negative
slander,negative
slandered,negative
slanderous,negative
slanders,negative
slippage,negative
slippages,negative
slow,negative
slowdown,negative
slowdowns,negative
slowed,negative
slower,negative
slowest,negative
slowing,negative
slowly,negative
slowness,negative
sluggish,negative
sluggishly,negative
sluggishness,negative
solvencies,negative
solvency,negative
spam,negative
spammers,negative
spamming,negative
staggering,negative
stagnant,negative
stagnate,negative
stagnated,negative
stagnates,negative
stagnating,negative
stagnation,negative
standstill,negative
standstills,negative
stolen,negative
stoppage,negative
stoppages,negative
stopped,negative
stopping,negative
stops,negative
strain,negative
strained,negative
straining,negative
strains,negative
stress,negative
stressed,negative
stresses,negative
stressful,negative
stressing,negative
stringent,negative
subjected,negative
subjecting,negative
subjection,negative
subpoena,negative
subpoenaed,negative
subpoenas,negative
substandard,negative
sue,negative
sued,negative
sues,negative
suffer,negative
suffered,negative
suffering,negative
suffers,negative
suing,negative
summoned,negative
summoning,negative
summons,negative
summonses,negative
susceptibility,negative
susceptible,negative
suspect,negative
suspected,negative
suspects,negative
suspend,negative
suspended,negative
suspending,negative
suspends,negative
suspension,negative
suspensions,negative
suspicion,negative
suspicions,negative
suspicious,negative
suspiciously,negative
taint,negative
tainted,negative
tainting,negative
taints,negative
tampered,negative
tense,negative
terminate,negative
terminated,negative
terminates,negative
terminating,negative
termination,negative
terminations,negative
testify,negative
testifying,negative
threat,negative
threaten,negative
threatened,negative
threatening,negative
threatens,negative
threats,negative
tightening,negative
tolerate,negative
tolerated,negative
tolerates,negative
tolerating,negative
toleration,negative
tortuous,negative
tortuously,negative
tragedies,negative
tragedy,negative
tragic,negative
tragically,negative
traumatic,negative
trouble,negative
troubled,negative
troubles,negative
turbulence,negative
turmoil,negative
unable,negative
unacceptable,negative
unacceptably,negative
unaccounted,negative
unannounced,negative
unanticipated,negative
unapproved,negative
unattractive,negative
unauthorized,negative
unavailability,negative
unavailable,negative
unavoidable,negative
unavoidably,negative
unaware,negative
uncollectable,negative
uncollected,negative
uncollectibility,negative
uncollectible,negative
uncollectibles,negative
uncompetitive,negative
uncompleted,negative
unconscionable,negative
unconscionably,negative
uncontrollable,negative
uncontrollably,negative
uncontrolled,negative
uncorrected,negative
uncover,negative
uncovered,negative
uncovering,negative
uncovers,negative
undeliverable,negative
undelivered,negative
undercapitalized,negative
undercut,negative
undercuts,negative
undercutting,negative
underestimate,negative
underestimated,negative
underestimates,negative
underestimating,negative
underestimation,negative
underfunded,negative
underinsured,negative
undermine,negative
undermined,negative
undermines,negative
undermining,negative
underpaid,negative
underpayment,negative
underpayments,negative
underpays,negative
underperform,negative
underperformance,negative
underperformed,negative
underperforming,negative
underperforms,negative
underproduced,negative
underproduction,negative
underreporting,negative
understate,negative
understated,negative
understatement,negative
understatements,negative
understates,negative
understating,negative
underutilization,negative
underutilized,negative
undesirable,negative
undesired,negative
undetected,negative
undetermined,negative
undisclosed,negative
undocumented,negative
undue,negative
unduly,negative
uneconomic,negative
uneconomical,negative
uneconomically,negative
unemployed,negative
unemployment,negative
unethical,negative
unethically,negative
unexcused,negative
unexpected,negative
unexpectedly,negative
unfair,negative
unfairly,negative
unfavorability,negative
unfavorable,negative
unfavorably,negative
unfavourable,negative
unfeasible,negative
unfit,negative
unfitness,negative
unforeseeable,negative
unforeseen,negative
unforseen,negative
unfortunate,negative
unfortunately,negative
unfounded,negative
unfriendly,negative
unfulfilled,negative
unfunded,negative
uninsured,negative
unintended,negative
unintentional,negative
unintentionally,negative
unjust,negative
unjustifiable,negative
unjustifiably,negative
unjustified,negative
unjustly,negative
unknowing,negative
unknowingly,negative
unlawful,negative
unlawfully,negative
unlicensed,negative
unliquidated,negative
unmarketable,negative
unmerchantable,negative
unmeritorious,negative
unnecessarily,negative
unnecessary,negative
unneeded,negative
unobtainable,negative
unoccupied,negative
unpaid,negative
unperformed,negative
unplanned,negative
unpopular,negative
unpredictability,negative
unpredictable,negative
unpredictably,negative
unpredicted,negative
unproductive,negative
unprofitability,negative
unprofitable,negative
unqualified,negative
unrealistic,negative
unreasonable,negative
unreasonableness,negative
unreasonably,negative
unreceptive,negative
unrecoverable,negative
unrecovered,negative
unreimbursed,negative
unreliable,negative
unremedied,negative
unreported,negative
unresolved,negative
unrest,negative
unsafe,negative
unsalable,negative
unsaleable,negative
unsatisfactory,negative
unsatisfied,negative
unsavory,negative
unscheduled,negative
unsellable,negative
unsold,negative
unsound,negative
unstabilized,negative
unstable,negative
unsubstantiated,negative
unsuccessful,negative
unsuccessfully,negative
unsuitability,negative
unsuitable,negative
unsuitably,negative
unsuited,negative
unsure,negative
unsuspected,negative
unsuspecting,negative
unsustainable,negative
untenable,negative
untimely,negative
untrusted,negative
untruth,negative
untruthful,negative
untruthfully,negative
untruthfulness,negative
untruths,negative
unusable,negative
unwanted,negative
unwarranted,negative
unwelcome,negative
unwilling,negative
unwillingness,negative
upset,negative
urgency,negative
urgent,negative
usurious,negative
usurp,negative
usurped,negative
usurping,negative
usurps,negative
usury,negative
vandalism,negative
verdict,negative
verdicts,negative
vetoed,negative
victims,negative
violate,negative
violated,negative
violates,negative
violating,negative
violation,negative
violations,negative
violative,negative
violator,negative
violators,negative
violence,negative
violent,negative
violently,negative
vitiate,negative
vitiated,negative
vitiates,negative
vitiating,negative
vitiation,negative
voided,negative
voiding,negative
volatile,negative
volatility,negative
vulnerabilities,negative
vulnerability,negative
vulnerable,negative
vulnerably,negative
warn,negative
warned,negative
warning,negative
warnings,negative
warns,negative
wasted,negative
wasteful,negative
wasting,negative
weak,negative
weaken,negative
weakened,negative
weakening,negative
weakens,negative
weaker,negative
weakest,negative
weakly,negative
weakness,negative
weaknesses,negative
willfully,negative
worries,negative
worry,negative
worrying,negative
worse,negative
worsen,negative
worsened,negative
worsening,negative
worsens,negative
worst,negative
worthless,negative
writedown,negative
writedowns,negative
writeoff,negative
writeoffs,negative
wrong,negative
wrongdoing,negative
wrongdoings,negative
wrongful,negative
wrongfully,negative
wrongly,negative
a+,positive
abound,positive
abounds,positive
accessable,positive
accessible,positive
acclaim,positive
acclamation,positive
accolade,positive
accolades,positive
accommodative,positive
accomodative,positive
accurate,positive
accurately,positive
achievable,positive
achievible,positive
acumen,positive
adaptable,positive
adaptive,positive
adequate,positive
adjustable,positive
admirable,positive
admirably,positive
admiration,positive
admire,positive
admirer,positive
admiring,positive
admiringly,positive
adorable,positive
adore,positive
adored,positive
adorer,positive
adoring,positive
adoringly,positive
adroit,positive
adroitly,positive
adulate,positive
adulation,positive
adulatory,positive
advanced,positive
adventuresome,positive
adventurous,positive
advocate,positive
advocated,positive
advocates,positive
affability,positive
affable,positive
affably,positive
affectation,positive
affection,positive
affectionate,positive
affinity,positive
affirm,positive
affirmation,positive
affirmative,positive
affluence,positive
affluent,positive
afford,positive
affordable,positive
affordably,positive
afordable,positive
agile,positive
agilely,positive
agility,positive
agreeable,positive
agreeableness,positive
agreeably,positive
all-around,positive
alluring,positive
alluringly,positive
altruistic,positive
altruistically,positive
amaze,positive
amazed,positive
amazement,positive
amazes,positive
amazing,positive
amazingly,positive
ambitious,positive
ambitiously,positive
ameliorate,positive
amenable,positive
amenity,positive
amiability,positive
amiabily,positive
amiable,positive
amicability,positive
amicable,positive
amicably,positive
amity,positive
ample,positive
amply,positive
amuse,positive
amusing,positive
amusingly,positive
angel,positive
angelic,positive
apotheosis,positive
appeal,positive
appealing,positive
applaud,positive
appreciable,positive
appreciate,positive
appreciated,positive
appreciates,positive
appreciative,positive
appreciatively,positive
appropriate,positive
approval,positive
approve,positive
ardent,positive
ardently,positive
ardor,positive
articulate,positive
aspiration,positive
aspirations,positive
aspire,positive
assurance,positive
assurances,positive
assuredly,positive
astonish,positive
astonished,positive
astonishing,positive
astonishingly,positive
astonishment,positive
astound,positive
astounded,positive
astounding,positive
astoundingly,positive
astutely,positive
attentive,positive
attraction,positive
attractively,positive
attune,positive
audible,positive
audibly,positive
auspicious,positive
authentic,positive
authoritative,positive
autonomous,positive
available,positive
aver,positive
avid,positive
avidly,positive
award,positive
awarded,positive
awards,positive
awe,positive
awed,positive
awesome,positive
awesomely,positive
awesomeness,positive
awestruck,positive
awsome,positive
backbone,positive
balanced,positive
bargain,positive
beauteous,positive
beautifullly,positive
beautify,positive
beauty,positive
beckon,positive
beckoned,positive
beckoning,positive
beckons,positive
believable,positive
believeable,positive
beloved,positive
benefactor,positive
beneficent,positive
beneficiary,positive
benefits,positive
benevolence,positive
benevolent,positive
benifits,positive
best-known,positive
best-performing,positive
best-selling,positive
better-known,positive
better-than-expected,positive
beutifully,positive
blameless,positive
bless,positive
blessing,positive
bliss,positive
blissful,positive
blissfully,positive
blithe,positive
blockbuster,positive
bloom,positive
blossom,positive
bolster,positive
bonny,positive
bonus,positive
bonuses,positive
boundless,positive
bountiful,positive
brainiest,positive
brainy,positive
brand-new,positive
brave,positive
bravery,positive
bravo,positive
breathlessness,positive
breathtaking,positive
breathtakingly,positive
breeze,positive
bright,positive
brighten,positive
brighter,positive
brightest,positive
brilliance,positive
brilliances,positive
brilliantly,positive
brisk,positive
brotherly,positive
bullish,positive
buoyant,positive
cajole,positive
calm,positive
calming,positive
calmness,positive
capability,positive
capable,positive
capably,positive
captivate,positive
captivating,positive
carefree,positive
cashback,positive
cashbacks,positive
catchy,positive
celebrate,positive
celebrated,positive
celebration,positive
celebratory,positive
champ,positive
champion,positive
charisma,positive
charismatic,positive
charm,positive
charming,positive
charmingly,positive
chaste,positive
cheaper,positive
cheapest,positive
cheer,positive
cheerful,positive
cheery,positive
cherish,positive
cherished,positive
cherub,positive
chic,positive
chivalrous,positive
chivalry,positive
civility,positive
civilize,positive
clarity,positive
classic,positive
classy,positive
clean,positive
cleaner,positive
cleanest,positive
cleanliness,positive
cleanly,positive
clear,positive
clear-cut,positive
cleared,positive
clearer,positive
clearly,positive
clears,positive
clever,positive
cleverly,positive
cohere,positive
coherence,positive
coherent,positive
cohesive,positive
colorful,positive
comely,positive
comfort,positive
comfortable,positive
comfortably,positive
comforting,positive
comfy,positive
commend,positive
commendable,positive
commendably,positive
commitment,positive
commodious,positive
compact,positive
compactly,positive
compassion,positive
compassionate,positive
compatible,positive
competitive,positive
complement,positive
complementary,positive
complemented,positive
complements,positive
compliant,positive
comprehensive,positive
conciliate,positive
conciliatory,positive
concise,positive
confidence,positive
congenial,positive
congratulate,positive
congratulation,positive
congratulations,positive
congratulatory,positive
conscientious,positive
considerate,positive
consistent,positive
consistently,positive
consummate,positive
contentment,positive
continuity,positive
contrasty,positive
contribution,positive
convenience,positive
convenient,positive
conveniently,positive
convience,positive
convienient,positive
convient,positive
convincing,positive
convincingly,positive
cool,positive
coolest,positive
cooperative,positive
cooperatively,positive
cornerstone,positive
correct,positive
correctly,positive
cost-effective,positive
cost-saving,positive
counter-attack,positive
counter-attacks,positive
courage,positive
courageous,positive
courageously,positive
courageousness,positive
courtly,positive
covenant,positive
cozy,positive
credence,positive
credible,positive
crisp,positive
crisper,positive
cure,positive
cure-all,positive
cushy,positive
cute,positive
cuteness,positive
danke,positive
danken,positive
daring,positive
daringly,positive
darling,positive
dashing,positive
dauntless,positive
dawn,positive
dazzle,positive
dazzled,positive
dazzling,positive
dead-cheap,positive
dead-on,positive
decency,positive
decent,positive
decisive,positive
decisiveness,positive
dedicated,positive
defender,positive
deference,positive
deft,positive
deginified,positive
delectable,positive
delicacy,positive
delicate,positive
delicious,positive
delightfulness,positive
dependably,positive
deservedly,positive
deserving,positive
desiring,positive
desirous,positive
destiny,positive
detachable,positive
devout,positive
dexterous,positive
dexterously,positive
dextrous,positive
dignified,positive
dignify,positive
dignity,positive
diligence,positive
diplomatic,positive
dirt-cheap,positive
distinguished,positive
diversified,positive
divine,positive
divinely,positive
dominate,positive
dominated,positive
dominates,positive
dote,positive
dotingly,positive
doubtless,positive
dreamland,positive
dumbfounded,positive
dumbfounding,positive
dummy-proof,positive
durable,positive
dynamic,positive
eager,positive
eagerly,positive
eagerness,positive
earnest,positive
earnestly,positive
earnestness,positive
ease,positive
eased,positive
eases,positive
easiest,positive
easiness,positive
easy-to-use,positive
easygoing,positive
ebullience,positive
ebullient,positive
ebulliently,positive
ecenomical,positive
economical,positive
ecstasies,positive
ecstasy,positive
ecstatic,positive
ecstatically,positive
edify,positive
educated,positive
effectively,positive
effectiveness,positive
effectual,positive
efficacious,positive
effortless,positive
effortlessly,positive
effusion,positive
effusive,positive
effusively,positive
effusiveness,positive
elan,positive
elate,positive
elated,positive
elatedly,positive
elation,positive
electrify,positive
elegance,positive
elegant,positive
elegantly,positive
elevate,positive
elite,positive
eloquence,positive
eloquent,positive
eloquently,positive
embolden,positive
eminence,positive
eminent,positive
empathize,positive
empathy,positive
empowerment,positive
enchant,positive
enchanted,positive
enchanting,positive
enchantingly,positive
encourage,positive
encouragingly,positive
endear,positive
endearing,positive
endorse,positive
endorsed,positive
endorsement,positive
endorses,positive
endorsing,positive
energetic,positive
energize,positive
energy-efficient,positive
energy-saving,positive
engaging,positive
engrossing,positive
enlighten,positive
enlightenment,positive
enliven,positive
ennoble,positive
enough,positive
enrapt,positive
enrapture,positive
enraptured,positive
enrich,positive
enrichment,positive
enterprising,positive
entertain,positive
entertaining,positive
entertains,positive
enthral,positive
enthrall,positive
enthralled,positive
enthuse,positive
enthusiast,positive
entice,positive
enticed,positive
enticing,positive
enticingly,positive
entranced,positive
entrancing,positive
entrust,positive
enviable,positive
enviably,positive
envious,positive
enviously,positive
enviousness,positive
envy,positive
equitable,positive
ergonomical,positive
err-free,positive
erudite,positive
ethical,positive
eulogize,positive
euphoria,positive
euphoric,positive
euphorically,positive
evaluative,positive
evenly,positive
eventful,positive
everlasting,positive
evocative,positive
exalt,positive
exaltation,positive
exalted,positive
exaltedly,positive
exalting,positive
exaltingly,positive
examplar,positive
examplary,positive
excallent,positive
exceed,positive
exceeded,positive
exceeding,positive
exceedingly,positive
exceeds,positive
excel,positive
exceled,positive
excelent,positive
excellant,positive
excelled,positive
excellency,positive
excellently,positive
excite,positive
excitedly,positive
excitedness,positive
excites,positive
excitingly,positive
exellent,positive
exemplar,positive
exhilarate,positive
exhilarating,positive
exhilaratingly,positive
exhilaration,positive
expansive,positive
expeditiously,positive
expertly,positive
exquisite,positive
exquisitely,positive
extol,positive
extoll,positive
extraordinarily,positive
extraordinary,positive
exuberance,positive
exuberant,positive
exuberantly,positive
exult,positive
exultant,positive
exultation,positive
exultingly,positive
eye-catch,positive
eye-catching,positive
eyecatch,positive
eyecatching,positive
fabulous,positive
fabulously,positive
facilitate,positive
fair,positive
fairly,positive
fairness,positive
faith,positive
faithful,positive
faithfully,positive
faithfulness,positive
fame,positive
famed,positive
famous,positive
famously,positive
fancier,positive
fancinating,positive
fancy,positive
fanfare,positive
fans,positive
fantastically,positive
fascinate,positive
fascinating,positive
fascinatingly,positive
fascination,positive
fashionable,positive
fashionably,positive
fast,positive
fast-growing,positive
fast-paced,positive
faster,positive
fastest,positive
fastest-growing,positive
faultless,positive
fav,positive
fave,positive
favor,positive
favorited,positive
favour,positive
fearless,positive
fearlessly,positive
feasible,positive
feasibly,positive
feat,positive
feature-rich,positive
fecilitous,positive
feisty,positive
felicitate,positive
felicitous,positive
felicity,positive
fertile,positive
fervent,positive
fervently,positive
fervid,positive
fervidly,positive
fervor,positive
festive,positive
fidelity,positive
fiery,positive
fine,positive
fine-looking,positive
finely,positive
finer,positive
finest,positive
firmer,positive
first-class,positive
first-in-class,positive
first-rate,positive
flashy,positive
flatter,positive
flattering,positive
flatteringly,positive
flawless,positive
flawlessly,positive
flexibility,positive
flexible,positive
flourish,positive
flourishing,positive
fluent,positive
flutter,positive
fond,positive
fondly,positive
fondness,positive
foolproof,positive
foremost,positive
foresight,positive
formidable,positive
fortitude,positive
fortuitous,positive
fortuitously,positive
fortunate,positive
fortunately,positive
fortune,positive
fragrant,positive
free,positive
freed,positive
freedom,positive
freedoms,positive
fresh,positive
fresher,positive
freshest,positive
friendliness,positive
frolic,positive
frugal,positive
fruitful,positive
ftw,positive
fulfillment,positive
fun,positive
futurestic,positive
futuristic,positive
gaiety,positive
gaily,positive
gainful,positive
gainfully,positive
gallant,positive
gallantly,positive
galore,positive
geekier,positive
geeky,positive
gem,positive
gems,positive
generosity,positive
generous,positive
generously,positive
genial,positive
genius,positive
gentle,positive
gentlest,positive
genuine,positive
gifted,positive
glad,positive
gladden,positive
gladly,positive
gladness,positive
glamorous,positive
glee,positive
gleeful,positive
gleefully,positive
glimmer,positive
glimmering,positive
glisten,positive
glistening,positive
glitter,positive
glitz,positive
glorify,positive
glorious,positive
gloriously,positive
glory,positive
glow,positive
glowing,positive
glowingly,positive
god-given,positive
god-send,positive
godlike,positive
godsend,positive
gold,positive
golden,positive
goodly,positive
goodness,positive
goodwill,positive
goood,positive
gooood,positive
gorgeous,positive
gorgeously,positive
grace,positive
graceful,positive
gracefully,positive
gracious,positive
graciously,positive
graciousness,positive
grand,positive
grandeur,positive
grateful,positive
gratefully,positive
gratification,positive
gratified,positive
gratifies,positive
gratify,positive
gratifying,positive
gratifyingly,positive
gratitude,positive
grin,positive
groundbreaking,positive
guarantee,positive
guidance,positive
guiltless,positive
gumption,positive
gush,positive
gusto,positive
gutsy,positive
hail,positive
halcyon,positive
hale,positive
hallmark,positive
hallmarks,positive
hallowed,positive
handier,positive
handily,positive
hands-down,positive
handsome,positive
handsomely,positive
handy,positive
happier,positive
hard-working,positive
hardier,positive
hardy,positive
harmless,positive
harmonious,positive
harmoniously,positive
harmonize,positive
harmony,positive
headway,positive
heal,positive
healthful,positive
healthy,positive
hearten,positive
heartening,positive
heartfelt,positive
heartily,positive
heartwarming,positive
heaven,positive
heavenly,positive
helped,positive
helpful,positive
helping,positive
hero,positive
heroic,positive
heroically,positive
heroine,positive
heroize,positive
heros,positive
high-quality,positive
high-spirited,positive
hilarious,positive
holy,positive
homage,positive
honest,positive
honesty,positive
hooray,positive
hopeful,positive
hospitable,positive
hot,positive
hotcake,positive
hotcakes,positive
hottest,positive
hug,positive
humane,positive
humble,positive
humility,positive
humor,positive
humorous,positive
humorously,positive
humour,positive
humourous,positive
idealize,positive
ideally,positive
idol,positive
idolize,positive
idolized,positive
idyllic,positive
illuminate,positive
illuminati,positive
illuminating,positive
illumine,positive
illustrious,positive
ilu,positive
imaculate,positive
imaginative,positive
immaculate,positive
immaculately,positive
immense,positive
impartial,positive
impartiality,positive
impartially,positive
impassioned,positive
impeccable,positive
impeccably,positive
important,positive
impressiveness,positive
indebted,positive
individualized,positive
indulgence,positive
indulgent,positive
industrious,positive
inestimable,positive
inestimably,positive
inexpensive,positive
infallibility,positive
infallible,positive
infallibly,positive
ingenious,positive
ingeniously,positive
ingenuous,positive
ingenuously,positive
innocuous,positive
inpressed,positive
insightfully,positive
inspire,positive
inspiring,positive
instantly,positive
instructive,positive
instrumental,positive
integral,positive
integrated,positive
intelligence,positive
intelligent,positive
intelligible,positive
interesting,positive
interests,positive
intimacy,positive
intimate,positive
intricate,positive
intrigue,positive
intriguing,positive
intriguingly,positive
intuitive,positive
invaluable,positive
invaluablely,positive
invigorate,positive
invigorating,positive
invincibility,positive
invincible,positive
inviolable,positive
inviolate,positive
invulnerable,positive
irreplaceable,positive
irreproachable,positive
irresistible,positive
irresistibly,positive
issue-free,positive
jaw-droping,positive
jaw-dropping,positive
jollify,positive
jolly,positive
jovial,positive
joy,positive
joyful,positive
joyfully,positive
joyous,positive
joyously,positive
jubilant,positive
jubilantly,positive
jubilate,positive
jubilation,positive
jubiliant,positive
judicious,positive
justly,positive
keen,positive
keenly,positive
keenness,positive
kid-friendly,positive
kindliness,positive
kindly,positive
kindness,positive
knowledgeable,positive
kudos,positive
large-capacity,positive
laud,positive
laudable,positive
laudably,positive
lavish,positive
lavishly,positive
law-abiding,positive
lawful,positive
lawfully,positive
lead,positive
leads,positive
lean,positive
led,positive
legendary,positive
leverage,positive
levity,positive
liberate,positive
liberation,positive
liberty,positive
lifesaver,positive
light-hearted,positive
lighter,positive
likable,positive
like,positive
liked,positive
likes,positive
liking,positive
lionhearted,positive
lively,positive
logical,positive
long-lasting,positive
lovable,positive
lovably,positive
love,positive
loved,positive
loveliness,positive
lovely,positive
lover,positive
loves,positive
loving,positive
low-cost,positive
low-price,positive
low-priced,positive
low-risk,positive
lower-priced,positive
loyalty,positive
lucid,positive
lucidly,positive
luck,positive
luckier,positive
luckiest,positive
luckiness,positive
lucky,positive
luminous,positive
lush,positive
luster,positive
lustrous,positive
luxuriant,positive
luxuriate,positive
luxurious,positive
luxuriously,positive
luxury,positive
lyrical,positive
magic,positive
magical,positive
magnanimous,positive
magnanimously,positive
magnificence,positive
magnificent,positive
magnificently,positive
majestic,positive
majesty,positive
manageable,positive
maneuverable,positive
marvel,positive
marveled,positive
marvelled,positive
marvellous,positive
marvelous,positive
marvelously,positive
marvelousness,positive
marvels,positive
master,positive
masterful,positive
masterfully,positive
